lat,lon
37.51310000,127.07250000
37.51150000,127.07320000
37.51410000,127.07090000
37.51060000,127.07170000
37.51360000,127.06980000
37.50630000,127.07170000
37.50600000,127.08020000
37.50390000,127.08350000
37.50630000,127.07170000
37.50390000,127.08350000
37.49900000,127.09060000
37.50600000,127.08020000
37.49900000,127.09060000
37.49900000,127.09060000
37.49900000,127.09060000
37.50630000,127.07170000
37.50410000,127.08460000
37.50410000,127.08460000
37.50410000,127.08460000
37.50560000,127.07510000
37.50400000,127.07540000
37.50400000,127.07540000
37.50400000,127.07540000
37.50590000,127.07140000
37.51030000,127.07050000
37.50090000,127.08370000
37.50210000,127.07970000
37.49890000,127.09050000
37.50290000,127.07750000
37.50300000,127.07750000
37.50030000,127.08800000
37.50510000,127.07930000
37.50500000,127.08260000
37.50500000,127.08260000
37.50500000,127.08260000
37.50510000,127.07930000
37.50510000,127.07930000
37.50510000,127.07930000
37.50030000,127.08800000
37.50500000,127.08260000
37.51060000,127.07170000
37.50590000,127.07930000
37.51060000,127.07170000
37.50560000,127.07890000
37.51160000,127.07290000
37.51160000,127.07290000
37.50520000,127.07710000
37.50520000,127.07710000
37.50900000,127.07410000
37.50520000,127.07710000
37.51030000,127.07050000
37.50590000,127.07140000
37.49890000,127.09050000
37.50210000,127.07970000
37.50090000,127.08370000
37.50220000,127.07780000
37.50300000,127.07730000
37.50230000,127.07740000
37.50210000,127.07770000
37.50290000,127.07770000
37.50200000,127.07850000
37.50280000,127.07820000
37.50300000,127.07850000
37.50400000,127.07690000
37.50480000,127.07780000
37.50320000,127.08090000
37.50440000,127.08050000
37.50440000,127.08050000
37.50480000,127.07780000
37.50210000,127.08210000
37.50460000,127.07800000
37.50210000,127.08210000
37.50440000,127.08050000
37.50340000,127.07370000
37.50970000,127.07050000
37.50120000,127.08300000
37.50210000,127.08210000
37.50340000,127.07370000
37.50970000,127.07050000
37.50030000,127.08930000
37.50030000,127.08930000
37.50030000,127.08930000
37.49980000,127.08920000
37.50030000,127.08930000
37.50900000,127.07410000
37.50900000,127.07410000
37.50930000,127.07400000
37.50620000,127.08110000
37.50530000,127.07880000
37.50530000,127.07880000
37.50530000,127.07880000
37.50100000,127.08820000
37.50330000,127.07550000
37.50330000,127.07550000
37.51050000,127.07490000
37.50410000,127.07890000
37.50100000,127.08820000
37.50960000,127.07410000
37.50960000,127.07410000
37.50960000,127.07410000
37.50100000,127.08820000
37.50380000,127.07410000
37.50380000,127.07410000
37.50430000,127.08230000
37.50100000,127.08820000
37.50100000,127.08820000
37.50220000,127.08690000
37.50220000,127.08690000
37.49980000,127.08920000
37.50620000,127.08110000
37.50150000,127.08340000
37.50390000,127.08220000
37.49810000,127.09270000
37.50120000,127.08300000
37.49810000,127.09270000
37.50110000,127.08660000
37.50220000,127.08540000
37.50320000,127.08090000
37.50220000,127.08690000
37.49900000,127.09150000
37.49980000,127.08920000
37.51020000,127.07600000
37.50170000,127.08710000
37.50170000,127.08710000
37.50170000,127.08710000
37.50170000,127.08710000
37.50430000,127.08230000
37.50430000,127.08230000
37.51060000,127.07170000
37.51010000,127.07100000
37.50350000,127.07400000
37.50320000,127.08090000
37.51020000,127.07600000
37.51050000,127.07560000
37.50380000,127.07410000
37.51020000,127.07600000
37.51050000,127.07560000
37.50590000,127.07930000
37.51050000,127.07490000
37.50540000,127.08100000
37.51020000,127.07600000
37.50540000,127.08100000
37.51050000,127.07560000
37.51050000,127.07490000
37.51050000,127.07490000
37.51070000,127.07370000
37.50360000,127.08020000
37.50260000,127.08550000
37.49900000,127.09150000
37.50620000,127.08110000
37.50540000,127.08100000
37.50540000,127.08100000
37.50850000,127.07130000
37.50560000,127.07510000
37.51070000,127.07370000
37.50510000,127.07760000
37.50320000,127.07600000
37.50510000,127.07760000
37.51070000,127.07370000
37.50320000,127.07600000
37.50900000,127.07410000
37.50330000,127.08430000
37.50330000,127.08430000
37.50480000,127.08310000
37.50480000,127.08310000
37.50110000,127.08660000
37.49900000,127.09150000
37.50330000,127.08430000
37.50330000,127.08430000
37.50480000,127.08310000
37.50480000,127.08310000
37.50850000,127.07130000
37.51010000,127.07100000
37.50850000,127.07130000
37.51010000,127.07100000
37.51320000,127.07200000
37.51410000,127.07090000
37.51150000,127.07320000
37.51310000,127.07250000
37.51300000,127.07030000
37.51230000,127.07040000
